cycle,seq,center_ts_ms,window_start_sample,window_delta,mode,emitted_samples,audio_gain,in_rms,out_rms_left,out_rms_right,mask_mean_left,mask_mean_right,heatmap_min,heatmap_max,heatmap_std,gap_fills,splice_fallbacks,lagging_windows,inference_ms
118,117,43922,948070,8012,normal,8012,0.585546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.753475,0.166342,1,1,0,249
119,118,44297,956338,8268,normal,8268,0.588747,0.000000,0.000000,0.000000,0.000000,0.000000,0.262548,1.000000,0.217393,1,1,0,250
120,119,44559,962106,5768,normal,5768,0.592827,0.000000,0.000000,0.000000,0.000000,0.000000,0.501875,1.000000,0.128928,1,1,0,245
121,120,44922,970118,8012,normal,8012,0.594834,0.000000,0.000000,0.000000,0.000000,0.000000,0.243648,1.000000,0.221348,1,1,0,249
122,121,45297,978386,8268,normal,8268,0.590962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.681864,0.152168,1,1,0,249
123,122,45558,984154,5768,normal,5768,0.587313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287092,0.064597,1,1,0,247
124,123,45922,992166,8012,normal,8012,0.585045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.294264,0.062062,1,1,0,249
125,124,46297,1000434,8268,normal,8268,0.588418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.272357,0.056533,1,1,0,249
126,125,46558,1006202,5768,normal,5768,0.592326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.722948,0.130938,1,1,0,247
127,126,46922,1014214,8012,normal,8012,0.594556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986407,0.218298,1,1,0,249
128,127,47297,1022482,8268,normal,8268,0.590897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.499552,0.096901,1,1,0,249
129,128,47558,1028250,5768,normal,5768,0.587565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.314898,0.052253,1,1,0,247
130,129,47922,1036262,8012,normal,8012,0.585443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.844600,0.191990,1,1,0,250
131,130,48297,1044530,8268,normal,8268,0.588838,0.000000,0.000000,0.000000,0.000000,0.000000,0.384444,1.000000,0.172732,1,1,0,249
132,131,48558,1050298,5768,normal,5768,0.592840,0.000000,0.000000,0.000000,0.000000,0.000000,0.461215,1.000000,0.157428,1,1,0,246
133,132,48921,1058310,8012,normal,8012,0.594821,0.000000,0.000000,0.000000,0.000000,0.000000,0.253038,1.000000,0.212828,1,1,0,250
134,133,49296,1066578,8268,normal,8268,0.591060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.778922,0.185615,1,1,0,248
135,134,49558,1072346,5768,normal,5768,0.587300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267999,0.059222,1,1,0,247
136,135,49921,1080358,8012,normal,8012,0.585122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.279118,0.054308,1,1,0,250
137,136,50296,1088626,8268,normal,8268,0.588475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230713,0.047346,1,1,0,249
138,137,50558,1094394,5768,normal,5768,0.592319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.737932,0.133935,1,1,0,247
139,138,50921,1102406,8012,normal,8012,0.594561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993010,0.228301,1,1,0,250
140,139,51296,1110674,8268,normal,8268,0.590903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.429774,0.088455,1,1,0,248
141,140,51558,1116442,5768,normal,5768,0.587534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.272849,0.046348,1,1,0,247
142,141,51921,1124454,8012,normal,8012,0.585352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.754385,0.158057,1,1,0,249
143,142,52296,1132722,8268,normal,8268,0.588795,0.000000,0.000000,0.000000,0.000000,0.000000,0.316657,1.000000,0.196627,1,1,0,250
144,143,52558,1138490,5768,normal,5768,0.592776,0.000000,0.000000,0.000000,0.000000,0.000000,0.465733,1.000000,0.151401,1,1,0,245
145,144,52921,1146502,8012,normal,8012,0.594900,0.000000,0.000000,0.000000,0.000000,0.000000,0.266997,1.000000,0.202291,1,1,0,249
146,145,53296,1154770,8268,normal,8268,0.591111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.767563,0.187574,1,1,0,249
147,146,53558,1160538,5768,normal,5768,0.587308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327036,0.071482,1,1,0,246
148,147,53921,1168550,8012,normal,8012,0.585265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.276709,0.054275,1,1,0,249
149,148,54296,1176818,8268,normal,8268,0.588572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.265640,0.057698,1,1,0,248
150,149,54558,1182586,5768,normal,5768,0.592312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.682883,0.131478,1,1,0,246
151,150,54921,1190598,8012,normal,8012,0.594611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993403,0.218784,1,1,0,248
152,151,55296,1198866,8268,normal,8268,0.590892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.572693,0.129548,1,1,0,251
153,152,55558,1204634,5768,normal,5768,0.587397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.280321,0.054475,1,1,0,245
154,153,55932,1212902,8268,normal,8268,0.585248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.633022,0.133619,1,1,0,249
155,154,56296,1220914,8012,normal,8012,0.588809,0.000000,0.000000,0.000000,0.000000,0.000000,0.052776,1.000000,0.270706,1,1,0,250
156,155,56557,1226682,5768,normal,5768,0.592693,0.000000,0.000000,0.000000,0.000000,0.000000,0.496980,1.000000,0.136872,1,1,0,246
157,156,56932,1234950,8268,normal,8268,0.594714,0.000000,0.000000,0.000000,0.000000,0.000000,0.273620,1.000000,0.198034,1,1,0,248
158,157,57296,1242962,8012,normal,8012,0.591200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.883609,0.232318,1,1,0,249
159,158,57557,1248730,5768,normal,5768,0.587370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.417776,0.093690,1,1,0,247
160,159,57932,1256998,8268,normal,8268,0.585031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.281233,0.053341,1,1,0,249
161,160,58296,1265010,8012,normal,8012,0.588606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247864,0.053477,1,1,0,249
162,161,58557,1270778,5768,normal,5768,0.592324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.694653,0.131907,1,1,0,247
163,162,58932,1279046,8268,normal,8268,0.594397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.989841,0.215434,1,1,0,249
164,163,59296,1287058,8012,normal,8012,0.590981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.671152,0.142547,1,1,0,248
165,164,59557,1292826,5768,normal,5768,0.587415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.260974,0.051846,1,1,0,248
166,165,59932,1301094,8268,normal,8268,0.585171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.691963,0.139306,1,1,0,249
167,166,60295,1309106,8012,normal,8012,0.588921,0.000000,0.000000,0.000000,0.000000,0.000000,0.201034,1.000000,0.239917,1,1,0,250
168,167,60557,1314874,5768,normal,5768,0.592669,0.000000,0.000000,0.000000,0.000000,0.000000,0.492323,1.000000,0.136532,1,1,0,247
169,168,60932,1323142,8268,normal,8268,0.594725,0.000000,0.000000,0.000000,0.000000,0.000000,0.255536,1.000000,0.209630,1,1,0,250
170,169,61295,1331154,8012,normal,8012,0.591162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.946285,0.255951,1,1,0,249
171,170,61557,1336922,5768,normal,5768,0.587388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.397523,0.083308,1,1,0,247
172,171,61932,1345190,8268,normal,8268,0.585126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327418,0.063913,1,1,0,251
173,172,62295,1353202,8012,normal,8012,0.588555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.227115,0.048640,1,1,0,249
174,173,62557,1358970,5768,normal,5768,0.592351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.639860,0.123261,1,1,0,247
175,174,62932,1367238,8268,normal,8268,0.594380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986449,0.206925,1,1,0,249
176,175,63295,1375250,8012,normal,8012,0.591097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.595155,0.121363,1,1,0,250
177,176,63557,1381018,5768,normal,5768,0.587342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266515,0.053214,1,1,0,247
178,177,63932,1389286,8268,normal,8268,0.585308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.780965,0.162090,1,1,0,249
179,178,64295,1397298,8012,normal,8012,0.589038,0.000000,0.000000,0.000000,0.000000,0.000000,0.297401,1.000000,0.211503,1,1,0,248
180,179,64557,1403066,5768,normal,5768,0.592664,0.000000,0.000000,0.000000,0.000000,0.000000,0.490238,1.000000,0.134025,1,1,0,247
181,180,64932,1411334,8268,normal,8268,0.594696,0.000000,0.000000,0.000000,0.000000,0.000000,0.243318,1.000000,0.221315,1,1,0,249
182,181,65295,1419346,8012,normal,8012,0.591157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.945533,0.246647,1,1,0,249
183,182,65557,1425114,5768,normal,5768,0.587547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382162,0.078387,1,1,0,246
184,183,65932,1433382,8268,normal,8268,0.585091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359852,0.070467,1,1,0,250
185,184,66295,1441394,8012,normal,8012,0.588531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211796,0.043425,1,1,0,250
186,185,66557,1447162,5768,normal,5768,0.592479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.629616,0.122945,1,1,0,245
187,186,66931,1455430,8268,normal,8268,0.594452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986027,0.231438,1,1,0,250
188,187,67295,1463442,8012,normal,8012,0.591176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.581728,0.120936,1,1,0,250
189,188,67556,1469210,5768,normal,5768,0.587384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277226,0.050129,1,1,0,246
