cycle,seq,center_ts_ms,window_start_sample,window_delta,mode,emitted_samples,audio_gain,in_rms,out_rms_left,out_rms_right,mask_mean_left,mask_mean_right,heatmap_min,heatmap_max,heatmap_std,gap_fills,splice_fallbacks,lagging_windows,inference_ms
186,185,50921,1102406,5768,normal,5768,0.594561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995094,0.237027,1,1,0,247
187,186,51160,1107662,5256,normal,5256,0.592675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.696742,0.163377,1,1,0,247
188,187,51421,1113430,5768,normal,5768,0.589313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315165,0.052505,1,1,0,247
189,188,51660,1118686,5256,normal,5256,0.586211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.371929,0.069556,1,1,0,247
190,189,51921,1124454,5768,normal,5768,0.585352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.858140,0.181025,1,1,0,246
191,190,52160,1129710,5256,normal,5256,0.586890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.297970,1,1,0,248
192,191,52421,1135478,5768,normal,5768,0.590903,0.000000,0.000000,0.000000,0.000000,0.000000,0.480219,1.000000,0.122385,1,1,0,246
193,192,52660,1140734,5256,normal,5256,0.593807,0.000000,0.000000,0.000000,0.000000,0.000000,0.393432,1.000000,0.168337,1,1,0,247
194,193,52921,1146502,5768,normal,5768,0.594900,0.000000,0.000000,0.000000,0.000000,0.000000,0.226154,1.000000,0.229594,1,1,0,249
195,194,53159,1151758,5256,normal,5256,0.592963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.943354,0.250662,1,1,0,245
196,195,53421,1157526,5768,normal,5768,0.589350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556689,0.127231,1,1,0,245
197,196,53659,1162782,5256,normal,5256,0.586186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.244986,0.053122,1,1,0,247
198,197,53921,1168550,5768,normal,5768,0.585265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262389,0.051352,1,1,0,248
199,198,54159,1173806,5256,normal,5256,0.586744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.255136,0.051728,1,1,0,246
200,199,54421,1179574,5768,normal,5768,0.590522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.410949,0.092830,1,1,0,247
201,200,54659,1184830,5256,normal,5256,0.593426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991048,0.196305,1,1,0,247
202,201,54921,1190598,5768,normal,5768,0.594611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993835,0.220263,1,1,0,246
203,202,55159,1195854,5256,normal,5256,0.592675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.696060,0.146860,1,1,0,247
204,203,55421,1201622,5768,normal,5768,0.589329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300633,0.063577,1,1,0,247
205,204,55659,1206878,5256,normal,5256,0.586251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353625,0.069686,1,1,0,248
206,205,55932,1212902,6024,normal,6024,0.585248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.725271,0.154980,1,1,0,246
207,206,56159,1217902,5000,normal,5000,0.586948,0.000000,0.000000,0.000000,0.000000,0.000000,0.034731,1.000000,0.278979,1,1,0,248
208,207,56432,1223926,6024,normal,6024,0.590911,0.000000,0.000000,0.000000,0.000000,0.000000,0.477469,1.000000,0.140144,1,1,0,247
209,208,56659,1228926,5000,normal,5000,0.593844,0.000000,0.000000,0.000000,0.000000,0.000000,0.403320,1.000000,0.161748,1,1,0,246
210,209,56932,1234950,6024,normal,6024,0.594714,0.000000,0.000000,0.000000,0.000000,0.000000,0.231418,1.000000,0.226149,1,1,0,248
211,210,57159,1239950,5000,normal,5000,0.592924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991813,0.279645,1,1,0,248
212,211,57432,1245974,6024,normal,6024,0.589090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.633166,0.150770,1,1,0,246
213,212,57659,1250974,5000,normal,5000,0.586116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.251200,0.051849,1,1,0,248
214,213,57932,1256998,6024,normal,6024,0.585031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.268133,0.050805,1,1,0,247
215,214,58159,1261998,5000,normal,5000,0.586701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264211,0.053887,1,1,0,247
216,215,58432,1268022,6024,normal,6024,0.590555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.397924,0.088220,1,1,0,247
217,216,58659,1273022,5000,normal,5000,0.593401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990695,0.199351,1,1,0,246
218,217,58932,1279046,6024,normal,6024,0.594397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990714,0.218329,1,1,0,247
219,218,59159,1284046,5000,normal,5000,0.592742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.846186,0.168143,1,1,0,247
220,219,59432,1290070,6024,normal,6024,0.588967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.340630,0.079346,1,1,0,247
221,220,59659,1295070,5000,normal,5000,0.586374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.310504,0.063499,1,1,0,246
222,221,59932,1301094,6024,normal,6024,0.585171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.786346,0.158879,1,1,0,247
223,222,60159,1306094,5000,normal,5000,0.587073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.261523,1,1,0,247
224,223,60432,1312118,6024,normal,6024,0.590905,0.000000,0.000000,0.000000,0.000000,0.000000,0.480981,1.000000,0.132595,1,1,0,247
225,224,60659,1317118,5000,normal,5000,0.593842,0.000000,0.000000,0.000000,0.000000,0.000000,0.454781,1.000000,0.146865,1,1,0,248
226,225,60932,1323142,6024,normal,6024,0.594725,0.000000,0.000000,0.000000,0.000000,0.000000,0.228617,1.000000,0.228193,1,1,0,247
227,226,61159,1328142,5000,normal,5000,0.593029,0.000000,0.000000,0.000000,0.000000,0.000000,0.007420,0.999584,0.305376,1,1,0,247
228,227,61432,1334166,6024,normal,6024,0.589074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.655551,0.156634,1,1,0,247
229,228,61659,1339166,5000,normal,5000,0.586061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.272257,0.052519,1,1,0,246
230,229,61932,1345190,6024,normal,6024,0.585126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.317858,0.062255,1,1,0,246
231,230,62159,1350190,5000,normal,5000,0.586812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.276927,0.054829,1,1,0,247
232,231,62432,1356214,6024,normal,6024,0.590520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328480,0.074463,1,1,0,248
233,232,62659,1361214,5000,normal,5000,0.593386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.988673,0.201458,1,1,0,247
234,233,62932,1367238,6024,normal,6024,0.594380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.988395,0.211799,1,1,0,246
235,234,63159,1372238,5000,normal,5000,0.592904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.915121,0.175734,1,1,0,247
236,235,63432,1378262,6024,normal,6024,0.589075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.342052,0.078133,1,1,0,247
237,236,63659,1383262,5000,normal,5000,0.586407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334078,0.063607,1,1,0,248
238,237,63932,1389286,6024,normal,6024,0.585308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.861562,0.179259,1,1,0,246
239,238,64159,1394286,5000,normal,5000,0.587238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.246418,1,1,0,247
240,239,64432,1400310,6024,normal,6024,0.591005,0.000000,0.000000,0.000000,0.000000,0.000000,0.484594,1.000000,0.120306,1,1,0,247
241,240,64658,1405310,5000,normal,5000,0.593881,0.000000,0.000000,0.000000,0.000000,0.000000,0.425239,1.000000,0.159153,1,1,0,246
242,241,64932,1411334,6024,normal,6024,0.594696,0.000000,0.000000,0.000000,0.000000,0.000000,0.215471,1.000000,0.241221,1,1,0,248
243,242,65158,1416334,5000,normal,5000,0.593081,0.000000,0.000000,0.000000,0.000000,0.000000,0.006401,0.999948,0.305786,1,1,0,247
244,243,65432,1422358,6024,normal,6024,0.589013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507656,0.114799,1,1,0,247
245,244,65658,1427358,5000,normal,5000,0.586090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.299921,0.057594,1,1,0,247
246,245,65932,1433382,6024,normal,6024,0.585091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362962,0.070961,1,1,0,248
247,246,66158,1438382,5000,normal,5000,0.586805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.257403,0.049034,1,1,0,246
248,247,66432,1444406,6024,normal,6024,0.590466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391986,0.089664,1,1,0,247
249,248,66658,1449406,5000,normal,5000,0.593443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900660,0.181078,1,1,0,247
250,249,66931,1455430,6024,normal,6024,0.594452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990414,0.244972,1,1,0,247
251,250,67158,1460430,5000,normal,5000,0.592956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.984326,0.209611,1,1,0,246
252,251,67431,1466454,6024,normal,6024,0.589167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.279963,0.057134,1,1,0,247
253,252,67658,1471454,5000,normal,5000,0.586444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350294,0.060960,1,1,0,248
254,253,67931,1477478,6024,normal,6024,0.585448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.833124,0.174869,1,1,0,247
255,254,68158,1482478,5000,normal,5000,0.587294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.244060,1,1,0,247
256,255,68431,1488502,6024,normal,6024,0.591017,0.000000,0.000000,0.000000,0.000000,0.000000,0.486953,1.000000,0.107422,1,1,0,247
257,256,68658,1493502,5000,normal,5000,0.593883,0.000000,0.000000,0.000000,0.000000,0.000000,0.435671,1.000000,0.156412,1,1,0,247
258,257,68931,1499526,6024,normal,6024,0.594830,0.000000,0.000000,0.000000,0.000000,0.000000,0.207351,1.000000,0.242176,1,1,0,248
259,258,69158,1504526,5000,normal,5000,0.593095,0.000000,0.000000,0.000000,0.000000,0.000000,0.037149,0.999985,0.308610,1,1,0,247
260,259,69431,1510550,6024,normal,6024,0.588979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468792,0.102266,1,1,0,247
261,260,69658,1515550,5000,normal,5000,0.586107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286502,0.058351,1,1,0,247
262,261,69931,1521574,6024,normal,6024,0.585212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.306050,0.058961,1,1,0,247
263,262,70158,1526574,5000,normal,5000,0.586851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.292474,0.058286,1,1,0,246
264,263,70431,1532598,6024,normal,6024,0.590467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.387484,0.088247,1,1,0,247
265,264,70658,1537598,5000,normal,5000,0.593460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.878039,0.190497,1,1,0,248
266,265,70931,1543622,6024,normal,6024,0.594574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990355,0.260495,1,1,0,247
267,266,71158,1548622,5000,normal,5000,0.592948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.879873,0.200541,1,1,0,246
268,267,71431,1554646,6024,normal,6024,0.589175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.336179,0.061707,1,1,0,248
269,268,71658,1559646,5000,normal,5000,0.586300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.392604,0.066997,1,1,0,248
270,269,71931,1565670,6024,normal,6024,0.585562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.751097,0.171861,1,1,0,247
271,270,72158,1570670,5000,normal,5000,0.587248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.242228,1,1,0,248
272,271,72431,1576694,6024,normal,6024,0.591043,0.000000,0.000000,0.000000,0.000000,0.000000,0.502028,1.000000,0.110011,1,1,0,246
273,272,72658,1581694,5000,normal,5000,0.593851,0.000000,0.000000,0.000000,0.000000,0.000000,0.474034,1.000000,0.138741,1,1,0,247
274,273,72931,1587718,6024,normal,6024,0.594875,0.000000,0.000000,0.000000,0.000000,0.000000,0.209282,1.000000,0.242353,1,1,0,247
275,274,73158,1592718,5000,normal,5000,0.593117,0.000000,0.000000,0.000000,0.000000,0.000000,0.054771,0.999888,0.312353,1,1,0,248
276,275,73431,1598742,6024,normal,6024,0.589024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.346124,0.076190,1,1,0,247
277,276,73658,1603742,5000,normal,5000,0.586281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.305585,0.064073,1,1,0,246
278,277,73931,1609766,6024,normal,6024,0.585212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.285987,0.056643,1,1,0,247
279,278,74158,1614766,5000,normal,5000,0.586872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269608,0.055499,1,1,0,245
280,279,74431,1620790,6024,normal,6024,0.590505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364937,0.084271,1,1,0,247
281,280,74658,1625790,5000,normal,5000,0.593544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.898650,0.192535,1,1,0,247
282,281,74931,1631814,6024,normal,6024,0.594582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986244,0.236711,1,1,0,247
283,282,75158,1636814,5000,normal,5000,0.592935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801356,0.195585,1,1,0,246
284,283,75431,1642838,6024,normal,6024,0.589154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.397613,0.068119,1,1,0,248
285,284,75657,1647838,5000,normal,5000,0.586302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528464,0.094757,1,1,0,247
286,285,75931,1653862,6024,normal,6024,0.585578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.930859,0.207422,1,1,0,247
287,286,76157,1658862,5000,normal,5000,0.587232,0.000000,0.000000,0.000000,0.000000,0.000000,0.036002,1.000000,0.256693,1,1,0,247
288,287,76431,1664886,6024,normal,6024,0.590969,0.000000,0.000000,0.000000,0.000000,0.000000,0.515067,1.000000,0.112605,1,1,0,247
289,288,76657,1669886,5000,normal,5000,0.593872,0.000000,0.000000,0.000000,0.000000,0.000000,0.432414,1.000000,0.156483,1,1,0,247
290,289,76931,1675910,6024,normal,6024,0.594890,0.000000,0.000000,0.000000,0.000000,0.000000,0.209115,1.000000,0.241446,1,1,0,247
291,290,77157,1680910,5000,normal,5000,0.593120,0.000000,0.000000,0.000000,0.000000,0.000000,0.019583,0.991110,0.292020,1,1,0,246
292,291,77431,1686934,6024,normal,6024,0.589058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.454664,0.098699,1,1,0,247
293,292,77657,1691934,5000,normal,5000,0.586319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.271014,0.060964,1,1,0,248
294,293,77930,1697958,6024,normal,6024,0.585279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.263394,0.055259,1,1,0,246
295,294,78157,1702958,5000,normal,5000,0.586873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267568,0.058438,1,1,0,247
296,295,78430,1708982,6024,normal,6024,0.590561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353898,0.080504,1,1,0,246
297,296,78657,1713982,5000,normal,5000,0.593551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.934417,0.182021,1,1,0,248
298,297,78930,1720006,6024,normal,6024,0.594593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.988035,0.228551,1,1,0,247
299,298,79157,1725006,5000,normal,5000,0.592946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.693497,0.156240,1,1,0,247
300,299,79430,1731030,6024,normal,6024,0.589058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393670,0.068676,1,1,0,248
301,300,79657,1736030,5000,normal,5000,0.586300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501194,0.091663,1,1,0,246
302,301,79930,1742054,6024,normal,6024,0.585525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.781276,0.170940,1,1,0,247
303,302,80157,1747054,5000,normal,5000,0.587202,0.000000,0.000000,0.000000,0.000000,0.000000,0.042206,1.000000,0.272628,1,1,0,247
304,303,80430,1753078,6024,normal,6024,0.590930,0.000000,0.000000,0.000000,0.000000,0.000000,0.475925,1.000000,0.132532,1,1,0,247
305,304,80657,1758078,5000,normal,5000,0.593844,0.000000,0.000000,0.000000,0.000000,0.000000,0.415400,1.000000,0.157675,1,1,0,247
306,305,80930,1764102,6024,normal,6024,0.594901,0.000000,0.000000,0.000000,0.000000,0.000000,0.221613,1.000000,0.233609,1,1,0,248
307,306,81157,1769102,5000,normal,5000,0.593112,0.000000,0.000000,0.000000,0.000000,0.000000,0.008232,0.991373,0.287470,1,1,0,246
308,307,81430,1775126,6024,normal,6024,0.589218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.503382,0.111005,1,1,0,248
309,308,81657,1780126,5000,normal,5000,0.586486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234975,0.053770,1,1,0,247
310,309,81930,1786150,6024,normal,6024,0.585296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266944,0.054392,1,1,0,248
311,310,82157,1791150,5000,normal,5000,0.586895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264627,0.056332,1,1,0,246
312,311,82430,1797174,6024,normal,6024,0.590678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.395983,0.089912,1,1,0,247
313,312,82657,1802174,5000,normal,5000,0.593575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986178,0.186205,1,1,0,247
314,313,82930,1808198,6024,normal,6024,0.594603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.988532,0.210981,1,1,0,247
315,314,83157,1813198,5000,normal,5000,0.592902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.638257,0.151997,1,1,0,247
316,315,83430,1819222,6024,normal,6024,0.589092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350436,0.063930,1,1,0,247
317,316,83657,1824222,5000,normal,5000,0.586363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402253,0.076095,1,1,0,247
318,317,83930,1830246,6024,normal,6024,0.585548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.672951,0.160474,1,1,0,247
319,318,84157,1835246,5000,normal,5000,0.587141,0.000000,0.000000,0.000000,0.000000,0.000000,0.013482,1.000000,0.286881,1,1,0,247
320,319,84430,1841270,6024,normal,6024,0.590950,0.000000,0.000000,0.000000,0.000000,0.000000,0.473173,1.000000,0.146879,1,1,0,246
321,320,84657,1846270,5000,normal,5000,0.593851,0.000000,0.000000,0.000000,0.000000,0.000000,0.393788,1.000000,0.165138,1,1,0,246
322,321,84930,1852294,6024,normal,6024,0.594908,0.000000,0.000000,0.000000,0.000000,0.000000,0.225313,1.000000,0.229727,1,1,0,247
323,322,85157,1857294,5000,normal,5000,0.593126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.940618,0.249003,1,1,0,249
324,323,85430,1863318,6024,normal,6024,0.589249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.594667,0.137692,1,1,0,245
325,324,85657,1868318,5000,normal,5000,0.586514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.231889,0.051608,1,1,0,247
326,325,85930,1874342,6024,normal,6024,0.585297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.228891,0.042309,1,1,0,248
327,326,86157,1879342,5000,normal,5000,0.586932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.281665,0.058749,1,1,0,246
328,327,86430,1885366,6024,normal,6024,0.590706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373495,0.084010,1,1,0,248
329,328,86656,1890366,5000,normal,5000,0.593584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.991301,0.193726,1,1,0,247
330,329,86930,1896390,6024,normal,6024,0.594610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.993989,0.225711,1,1,0,248
331,330,87156,1901390,5000,normal,5000,0.592889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.762550,0.157414,1,1,0,246
332,331,87430,1907414,6024,normal,6024,0.589098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345364,0.071973,1,1,0,248
333,332,87656,1912414,5000,normal,5000,0.586414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344746,0.068386,1,1,0,247
334,333,87930,1918438,6024,normal,6024,0.585505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.689446,0.154711,1,1,0,247
335,334,88156,1923438,5000,normal,5000,0.587102,0.000000,0.000000,0.000000,0.000000,0.000000,0.078754,1.000000,0.275668,1,1,0,247
336,335,88430,1929462,6024,normal,6024,0.590934,0.000000,0.000000,0.000000,0.000000,0.000000,0.468522,1.000000,0.147060,1,1,0,247
