index,timestamp_ms,samples,cum_samples,cum_ms_by_samples,drift_ms,peak_int16
508,63375,2756,1400048,126988.480726,-63613.480726,16371
509,63500,2756,1402804,127238.458050,-63738.458050,16371
510,63625,2756,1405560,127488.435374,-63863.435374,16358
511,63750,2756,1408316,127738.412698,-63988.412698,16372
512,63875,2756,1411072,127988.390023,-64113.390023,16353
513,64000,2756,1413828,128238.367347,-64238.367347,16348
514,64125,2756,1416584,128488.344671,-64363.344671,16373
515,64250,2756,1419340,128738.321995,-64488.321995,16330
516,64375,2756,1422096,128988.299320,-64613.299320,16369
517,64500,2756,1424852,129238.276644,-64738.276644,16369
518,64625,2756,1427608,129488.253968,-64863.253968,16351
519,64750,2756,1430364,129738.231293,-64988.231293,16373
520,64875,2756,1433120,129988.208617,-65113.208617,16376
521,65000,2756,1435876,130238.185941,-65238.185941,16376
522,65125,2756,1438632,130488.163265,-65363.163265,16373
523,65250,2756,1441388,130738.140590,-65488.140590,16351
524,65375,2756,1444144,130988.117914,-65613.117914,16369
525,65500,2756,1446900,131238.095238,-65738.095238,16369
526,65625,2756,1449656,131488.072562,-65863.072562,16330
527,65750,2756,1452412,131738.049887,-65988.049887,16373
528,65875,2756,1455168,131988.027211,-66113.027211,16348
529,66000,2756,1457924,132238.004535,-66238.004535,16353
530,66125,2756,1460680,132487.981859,-66362.981859,16372
531,66250,2756,1463436,132737.959184,-66487.959184,16358
532,66375,2756,1466192,132987.936508,-66612.936508,16371
533,66500,2756,1468948,133237.913832,-66737.913832,16371
534,66625,2756,1471704,133487.891156,-66862.891156,16368
535,66750,2756,1474460,133737.868481,-66987.868481,16371
536,66875,2756,1477216,133987.845805,-67112.845805,16377
537,67000,2756,1479972,134237.823129,-67237.823129,16377
538,67125,2756,1482728,134487.800454,-67362.800454,16371
539,67250,2756,1485484,134737.777778,-67487.777778,16368
540,67375,2756,1488240,134987.755102,-67612.755102,16371
541,67500,2756,1490996,135237.732426,-67737.732426,16371
542,67625,2756,1493752,135487.709751,-67862.709751,16358
543,67750,2756,1496508,135737.687075,-67987.687075,16372
544,67875,2756,1499264,135987.664399,-68112.664399,16353
545,68000,2756,1502020,136237.641723,-68237.641723,16348
546,68125,2756,1504776,136487.619048,-68362.619048,16373
547,68250,2756,1507532,136737.596372,-68487.596372,16330
548,68375,2756,1510288,136987.573696,-68612.573696,16369
549,68500,2756,1513044,137237.551020,-68737.551020,16369
550,68625,2756,1515800,137487.528345,-68862.528345,16351
551,68750,2756,1518556,137737.505669,-68987.505669,16373
552,68875,2756,1521312,137987.482993,-69112.482993,16376
553,69000,2756,1524068,138237.460317,-69237.460317,16376
554,69125,2756,1526824,138487.437642,-69362.437642,16373
555,69250,2756,1529580,138737.414966,-69487.414966,16351
556,69375,2756,1532336,138987.392290,-69612.392290,16369
557,69500,2756,1535092,139237.369615,-69737.369615,16369
558,69625,2756,1537848,139487.346939,-69862.346939,16330
559,69750,2756,1540604,139737.324263,-69987.324263,16373
560,69875,2756,1543360,139987.301587,-70112.301587,16348
561,70000,2756,1546116,140237.278912,-70237.278912,16353
562,70125,2756,1548872,140487.256236,-70362.256236,16372
563,70250,2756,1551628,140737.233560,-70487.233560,16358
564,70375,2756,1554384,140987.210884,-70612.210884,16371
565,70500,2756,1557140,141237.188209,-70737.188209,16371
566,70625,2756,1559896,141487.165533,-70862.165533,16368
567,70750,2756,1562652,141737.142857,-70987.142857,16371
568,70875,2756,1565408,141987.120181,-71112.120181,16377
569,71000,2756,1568164,142237.097506,-71237.097506,16377
570,71125,2756,1570920,142487.074830,-71362.074830,16371
571,71250,2756,1573676,142737.052154,-71487.052154,16368
572,71375,2756,1576432,142987.029478,-71612.029478,16371
573,71500,2756,1579188,143237.006803,-71737.006803,16371
574,71625,2756,1581944,143486.984127,-71861.984127,16358
575,71750,2756,1584700,143736.961451,-71986.961451,16372
576,71875,2756,1587456,143986.938776,-72111.938776,16353
577,72000,2756,1590212,144236.916100,-72236.916100,16348
578,72125,2756,1592968,144486.893424,-72361.893424,16373
579,72250,2756,1595724,144736.870748,-72486.870748,16330
580,72375,2756,1598480,144986.848073,-72611.848073,16369
581,72500,2756,1601236,145236.825397,-72736.825397,16369
582,72625,2756,1603992,145486.802721,-72861.802721,16351
583,72750,2756,1606748,145736.780045,-72986.780045,16373
584,72875,2756,1609504,145986.757370,-73111.757370,16376
585,73000,2756,1612260,146236.734694,-73236.734694,16376
586,73125,2756,1615016,146486.712018,-73361.712018,16373
587,73250,2756,1617772,146736.689342,-73486.689342,16351
588,73375,2756,1620528,146986.666667,-73611.666667,16369
589,73500,2756,1623284,147236.643991,-73736.643991,16369
590,73625,2756,1626040,147486.621315,-73861.621315,16330
591,73750,2756,1628796,147736.598639,-73986.598639,16373
592,73875,2756,1631552,147986.575964,-74111.575964,16348
593,74000,2756,1634308,148236.553288,-74236.553288,16353
594,74125,2756,1637064,148486.530612,-74361.530612,16372
595,74250,2756,1639820,148736.507937,-74486.507937,16358
596,74375,2756,1642576,148986.485261,-74611.485261,16371
597,74500,2756,1645332,149236.462585,-74736.462585,16371
598,74625,2756,1648088,149486.439909,-74861.439909,16368
599,74750,2756,1650844,149736.417234,-74986.417234,16371
600,74875,2756,1653600,149986.394558,-75111.394558,16377
601,75000,2756,1656356,150236.371882,-75236.371882,16377
602,75125,2756,1659112,150486.349206,-75361.349206,16371
603,75250,2756,1661868,150736.326531,-75486.326531,16368
604,75375,2756,1664624,150986.303855,-75611.303855,16371
605,75500,2756,1667380,151236.281179,-75736.281179,16371
606,75625,2756,1670136,151486.258503,-75861.258503,16358
607,75750,2756,1672892,151736.235828,-75986.235828,16372
608,75875,2756,1675648,151986.213152,-76111.213152,16353
609,76000,2756,1678404,152236.190476,-76236.190476,16348
610,76125,2756,1681160,152486.167800,-76361.167800,16373
611,76250,2756,1683916,152736.145125,-76486.145125,16330
612,76375,2756,1686672,152986.122449,-76611.122449,16369
613,76500,2756,1689428,153236.099773,-76736.099773,16369
614,76625,2756,1692184,153486.077098,-76861.077098,16351
615,76750,2756,1694940,153736.054422,-76986.054422,16373
616,76875,2756,1697696,153986.031746,-77111.031746,16376
617,77000,2756,1700452,154236.009070,-77236.009070,16376
618,77125,2756,1703208,154485.986395,-77360.986395,16373
619,77250,2756,1705964,154735.963719,-77485.963719,16351
620,77375,2756,1708720,154985.941043,-77610.941043,16369
621,77500,2756,1711476,155235.918367,-77735.918367,16369
622,77625,2756,1714232,155485.895692,-77860.895692,16330
623,77750,2756,1716988,155735.873016,-77985.873016,16373
624,77875,2756,1719744,155985.850340,-78110.850340,16348
625,78000,2756,1722500,156235.827664,-78235.827664,16353
626,78125,2756,1725256,156485.804989,-78360.804989,16372
627,78250,2756,1728012,156735.782313,-78485.782313,16358
628,78375,2756,1730768,156985.759637,-78610.759637,16371
629,78500,2756,1733524,157235.736961,-78735.736961,16371
630,78625,2756,1736280,157485.714286,-78860.714286,16368
631,78750,2756,1739036,157735.691610,-78985.691610,16371
632,78875,2756,1741792,157985.668934,-79110.668934,16376
633,79000,2756,1744548,158235.646259,-79235.646259,16377
634,79125,2756,1747304,158485.623583,-79360.623583,16371
635,79250,2756,1750060,158735.600907,-79485.600907,16368
636,79375,2756,1752816,158985.578231,-79610.578231,16371
637,79500,2756,1755572,159235.555556,-79735.555556,16371
638,79625,2756,1758328,159485.532880,-79860.532880,16358
639,79750,2756,1761084,159735.510204,-79985.510204,16372
640,79875,2756,1763840,159985.487528,-80110.487528,16353
641,80000,2756,1766596,160235.464853,-80235.464853,16348
642,80125,2756,1769352,160485.442177,-80360.442177,16373
643,80250,2756,1772108,160735.419501,-80485.419501,16330
644,80375,2756,1774864,160985.396825,-80610.396825,16369
645,80500,2756,1777620,161235.374150,-80735.374150,16369
646,80625,2756,1780376,161485.351474,-80860.351474,16351
647,80750,2756,1783132,161735.328798,-80985.328798,16373
648,80875,2756,1785888,161985.306122,-81110.306122,16376
649,81000,2756,1788644,162235.283447,-81235.283447,16376
650,81125,2756,1791400,162485.260771,-81360.260771,16373
651,81250,2756,1794156,162735.238095,-81485.238095,16351
652,81375,2756,1796912,162985.215420,-81610.215420,16369
653,81500,2756,1799668,163235.192744,-81735.192744,16369
654,81625,2756,1802424,163485.170068,-81860.170068,16330
655,81750,2756,1805180,163735.147392,-81985.147392,16373
656,81875,2756,1807936,163985.124717,-82110.124717,16348
657,82000,2756,1810692,164235.102041,-82235.102041,16353
658,82125,2756,1813448,164485.079365,-82360.079365,16372
659,82250,2756,1816204,164735.056689,-82485.056689,16358
660,82375,2756,1818960,164985.034014,-82610.034014,16371
661,82500,2756,1821716,165235.011338,-82735.011338,16371
662,82625,2756,1824472,165484.988662,-82859.988662,16368
663,82750,2756,1827228,165734.965986,-82984.965986,16371
664,82875,2756,1829984,165984.943311,-83109.943311,16376
665,83000,2756,1832740,166234.920635,-83234.920635,16377
666,83125,2756,1835496,166484.897959,-83359.897959,16371
667,83250,2756,1838252,166734.875283,-83484.875283,16368
668,83375,2756,1841008,166984.852608,-83609.852608,16371
669,83500,2756,1843764,167234.829932,-83734.829932,16371
670,83625,2756,1846520,167484.807256,-83859.807256,16358
671,83750,2756,1849276,167734.784580,-83984.784580,16372
672,83875,2756,1852032,167984.761905,-84109.761905,16353
673,84000,2756,1854788,168234.739229,-84234.739229,16348
674,84125,2756,1857544,168484.716553,-84359.716553,16373
675,84250,2756,1860300,168734.693878,-84484.693878,16330
676,84375,2756,1863056,168984.671202,-84609.671202,16369
677,84500,2756,1865812,169234.648526,-84734.648526,16369
678,84625,2756,1868568,169484.625850,-84859.625850,16351
679,84750,2756,1871324,169734.603175,-84984.603175,16373
680,84875,2756,1874080,169984.580499,-85109.580499,16376
681,85000,2756,1876836,170234.557823,-85234.557823,16376
682,85125,2756,1879592,170484.535147,-85359.535147,16373
683,85250,2756,1882348,170734.512472,-85484.512472,16351
684,85375,2756,1885104,170984.489796,-85609.489796,16369
685,85500,2756,1887860,171234.467120,-85734.467120,16369
686,85625,2756,1890616,171484.444444,-85859.444444,16330
687,85750,2756,1893372,171734.421769,-85984.421769,16373
688,85875,2756,1896128,171984.399093,-86109.399093,16348
689,86000,2756,1898884,172234.376417,-86234.376417,16353
690,86125,2756,1901640,172484.353741,-86359.353741,16372
691,86250,2756,1904396,172734.331066,-86484.331066,16358
692,86375,2756,1907152,172984.308390,-86609.308390,16371
693,86500,2756,1909908,173234.285714,-86734.285714,16371
694,86625,2756,1912664,173484.263039,-86859.263039,16368
695,86750,2756,1915420,173734.240363,-86984.240363,16371
696,86875,2756,1918176,173984.217687,-87109.217687,16376
697,87000,2756,1920932,174234.195011,-87234.195011,16377
698,87125,2756,1923688,174484.172336,-87359.172336,16371
699,87250,2756,1926444,174734.149660,-87484.149660,16368
700,87375,2756,1929200,174984.126984,-87609.126984,16371
701,87500,2756,1931956,175234.104308,-87734.104308,16371
702,87625,2756,1934712,175484.081633,-87859.081633,16358
703,87750,2756,1937468,175734.058957,-87984.058957,16372
704,87875,2756,1940224,175984.036281,-88109.036281,16353
705,88000,2756,1942980,176234.013605,-88234.013605,16348
706,88125,2756,1945736,176483.990930,-88358.990930,16373
707,88250,2756,1948492,176733.968254,-88483.968254,16330
708,88375,2756,1951248,176983.945578,-88608.945578,16369
709,88500,2756,1954004,177233.922902,-88733.922902,16369
710,88625,2756,1956760,177483.900227,-88858.900227,16351
711,88750,2756,1959516,177733.877551,-88983.877551,16373
712,88875,2756,1962272,177983.854875,-89108.854875,16376
713,89000,2756,1965028,178233.832200,-89233.832200,16376
714,89125,2756,1967784,178483.809524,-89358.809524,16373
715,89250,2756,1970540,178733.786848,-89483.786848,16351
716,89375,2756,1973296,178983.764172,-89608.764172,16369
717,89500,2756,1976052,179233.741497,-89733.741497,16369
718,89625,2756,1978808,179483.718821,-89858.718821,16330
719,89750,2756,1981564,179733.696145,-89983.696145,16373
720,89875,2756,1984320,179983.673469,-90108.673469,16348
