cycle,seq,center_ts_ms,window_start_sample,window_delta,mode,emitted_samples,audio_gain,in_rms,out_rms_left,out_rms_right,mask_mean_left,mask_mean_right,heatmap_min,heatmap_max,heatmap_std,gap_fills,splice_fallbacks,lagging_windows,inference_ms
185,184,62295,1353202,8012,normal,8012,0.588555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.227365,0.048694,0,0,0,148
186,185,62557,1358970,5768,normal,5768,0.592351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.638234,0.122907,0,0,0,147
187,186,62932,1367238,8268,normal,8268,0.594380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986503,0.207093,0,0,0,147
188,187,63295,1375250,8012,normal,8012,0.591097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.595693,0.121473,0,0,0,150
189,188,63557,1381018,5768,normal,5768,0.587342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.268222,0.052910,0,0,0,147
190,189,63932,1389286,8268,normal,8268,0.585308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.781111,0.162120,0,0,0,149
191,190,64295,1397298,8012,normal,8012,0.589038,0.000000,0.000000,0.000000,0.000000,0.000000,0.297430,1.000000,0.211489,0,0,0,147
192,191,64557,1403066,5768,normal,5768,0.592664,0.000000,0.000000,0.000000,0.000000,0.000000,0.490870,1.000000,0.133142,0,0,0,150
193,192,64932,1411334,8268,normal,8268,0.594696,0.000000,0.000000,0.000000,0.000000,0.000000,0.243489,1.000000,0.221205,0,0,0,150
194,193,65295,1419346,8012,normal,8012,0.591157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.946008,0.246771,0,0,0,149
195,194,65557,1425114,5768,normal,5768,0.587547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378577,0.077458,0,0,0,153
196,195,65932,1433382,8268,normal,8268,0.585091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360362,0.070567,0,0,0,148
197,196,66295,1441394,8012,normal,8012,0.588531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.212077,0.043483,0,0,0,147
198,197,66557,1447162,5768,normal,5768,0.592479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.625434,0.122777,0,0,0,149
199,198,66931,1455430,8268,normal,8268,0.594452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986123,0.231802,0,0,0,146
200,199,67295,1463442,8012,normal,8012,0.591176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.582680,0.121134,0,0,0,147
201,200,67556,1469210,5768,normal,5768,0.587384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.278741,0.050364,0,0,0,147
202,201,67931,1477478,8268,normal,8268,0.585448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.739315,0.155503,0,0,0,149
203,202,68295,1485490,8012,normal,8012,0.589087,0.000000,0.000000,0.000000,0.000000,0.000000,0.284358,1.000000,0.219035,0,0,0,149
204,203,68556,1491258,5768,normal,5768,0.592713,0.000000,0.000000,0.000000,0.000000,0.000000,0.498523,1.000000,0.122115,0,0,0,147
205,204,68931,1499526,8268,normal,8268,0.594830,0.000000,0.000000,0.000000,0.000000,0.000000,0.228456,1.000000,0.227111,0,0,0,146
206,205,69295,1507538,8012,normal,8012,0.591149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.830683,0.192298,0,0,0,147
207,206,69556,1513306,5768,normal,5768,0.587571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.318587,0.066920,0,0,0,146
208,207,69931,1521574,8268,normal,8268,0.585212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.306455,0.059244,0,0,0,146
209,208,70295,1529586,8012,normal,8012,0.588511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262911,0.056922,0,0,0,149
210,209,70556,1535354,5768,normal,5768,0.592491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600284,0.122445,0,0,0,148
211,210,70931,1543622,8268,normal,8268,0.594574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.986581,0.244973,0,0,0,146
212,211,71294,1551634,8012,normal,8012,0.591208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.494065,0.104662,0,0,0,148
213,212,71556,1557402,5768,normal,5768,0.587351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345494,0.063371,0,0,0,147
214,213,71931,1565670,8268,normal,8268,0.585562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.667292,0.154006,0,0,0,146
215,214,72294,1573682,8012,normal,8012,0.589088,0.000000,0.000000,0.000000,0.000000,0.000000,0.263723,1.000000,0.220875,0,0,0,147
216,215,72556,1579450,5768,normal,5768,0.592692,0.000000,0.000000,0.000000,0.000000,0.000000,0.513138,1.000000,0.111878,0,0,0,147
217,216,72931,1587718,8268,normal,8268,0.594875,0.000000,0.000000,0.000000,0.000000,0.000000,0.223649,1.000000,0.232019,0,0,0,145
218,217,73294,1595730,8012,normal,8012,0.591136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.775138,0.175748,0,0,0,148
219,218,73556,1601498,5768,normal,5768,0.587673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266303,0.061416,0,0,0,145
220,219,73931,1609766,8268,normal,8268,0.585212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287391,0.057349,0,0,0,148
221,220,74294,1617778,8012,normal,8012,0.588510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.289595,0.062016,0,0,0,152
222,221,74556,1623546,5768,normal,5768,0.592535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.650668,0.129657,0,0,0,149
223,222,74931,1631814,8268,normal,8268,0.594582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.913620,0.216467,0,0,0,148
224,223,75294,1639826,8012,normal,8012,0.591099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.588931,0.126201,0,0,0,150
225,224,75556,1645594,5768,normal,5768,0.587343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.368878,0.063794,0,0,0,147
226,225,75931,1653862,8268,normal,8268,0.585578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.831062,0.186203,0,0,0,146
227,226,76294,1661874,8012,normal,8012,0.588931,0.000000,0.000000,0.000000,0.000000,0.000000,0.209251,1.000000,0.231256,0,0,0,150
228,227,76556,1667642,5768,normal,5768,0.592694,0.000000,0.000000,0.000000,0.000000,0.000000,0.495100,1.000000,0.128797,0,0,0,146
229,228,76931,1675910,8268,normal,8268,0.594890,0.000000,0.000000,0.000000,0.000000,0.000000,0.230140,1.000000,0.226101,0,0,0,149
230,229,77294,1683922,8012,normal,8012,0.591157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.704986,0.159491,0,0,0,149
231,230,77556,1689690,5768,normal,5768,0.587656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.249180,0.058479,0,0,0,147
232,231,77930,1697958,8268,normal,8268,0.585279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.271724,0.056601,0,0,0,147
233,232,78294,1705970,8012,normal,8012,0.588553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.261906,0.055203,0,0,0,149
234,233,78555,1711738,5768,normal,5768,0.592500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.703412,0.129363,0,0,0,145
235,234,78930,1720006,8268,normal,8268,0.594593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.958820,0.212441,0,0,0,149
236,235,79294,1728018,8012,normal,8012,0.591075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.521718,0.105643,0,0,0,149
237,236,79555,1733786,5768,normal,5768,0.587341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301536,0.050140,0,0,0,148
238,237,79930,1742054,8268,normal,8268,0.585525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.686608,0.150204,0,0,0,148
239,238,80294,1750066,8012,normal,8012,0.588924,0.000000,0.000000,0.000000,0.000000,0.000000,0.380020,1.000000,0.173497,0,0,0,149
240,239,80555,1755834,5768,normal,5768,0.592688,0.000000,0.000000,0.000000,0.000000,0.000000,0.480058,1.000000,0.144279,0,0,0,146
241,240,80930,1764102,8268,normal,8268,0.594901,0.000000,0.000000,0.000000,0.000000,0.000000,0.251639,1.000000,0.212821,0,0,0,151
242,241,81294,1772114,8012,normal,8012,0.591171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.685810,0.157051,0,0,0,147
243,242,81555,1777882,5768,normal,5768,0.587664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.255996,0.056239,0,0,0,149
244,243,81930,1786150,8268,normal,8268,0.585296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286843,0.058232,0,0,0,151
245,244,82293,1794162,8012,normal,8012,0.588567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.252062,0.055117,0,0,0,150
246,245,82555,1799930,5768,normal,5768,0.592500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.729910,0.130988,0,0,0,147
247,246,82930,1808198,8268,normal,8268,0.594603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.987578,0.205772,0,0,0,147
248,247,83293,1816210,8012,normal,8012,0.591035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468201,0.096922,0,0,0,147
249,248,83555,1821978,5768,normal,5768,0.587304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.270047,0.046063,0,0,0,149
250,249,83930,1830246,8268,normal,8268,0.585548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.585803,0.140057,0,0,0,148
251,250,84293,1838258,8012,normal,8012,0.588842,0.000000,0.000000,0.000000,0.000000,0.000000,0.440304,1.000000,0.158089,0,0,0,149
252,251,84555,1844026,5768,normal,5768,0.592645,0.000000,0.000000,0.000000,0.000000,0.000000,0.471295,1.000000,0.150443,0,0,0,147
253,252,84930,1852294,8268,normal,8268,0.594908,0.000000,0.000000,0.000000,0.000000,0.000000,0.261275,1.000000,0.205351,0,0,0,149
254,253,85293,1860306,8012,normal,8012,0.591261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.747159,0.181111,0,0,0,147
255,254,85555,1866074,5768,normal,5768,0.587689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301321,0.063277,0,0,0,146
256,255,85930,1874342,8268,normal,8268,0.585297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.243637,0.045134,0,0,0,146
257,256,86293,1882354,8012,normal,8012,0.588709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.299502,0.067815,0,0,0,147
258,257,86656,1890366,8012,normal,8012,0.593584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.936035,0.174628,0,0,0,147
259,258,86930,1896390,6024,normal,6024,0.594610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.989300,0.211297,0,0,0,147
260,259,87293,1904402,8012,normal,8012,0.591080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.534712,0.120071,0,0,0,148
261,260,87656,1912414,8012,normal,8012,0.586414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277286,0.055270,0,0,0,151
262,261,87930,1918438,6024,normal,6024,0.585505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.588776,0.129807,0,0,0,147
263,262,88293,1926450,8012,normal,8012,0.588896,0.000000,0.000000,0.000000,0.000000,0.000000,0.186188,1.000000,0.243462,0,0,0,150
264,263,88656,1934462,8012,normal,8012,0.593886,0.000000,0.000000,0.000000,0.000000,0.000000,0.437260,1.000000,0.142788,0,0,0,158
